NO,상가유형,호선,역명,상가번호,면적(㎡),영업업종,보호업종,계약시작,계약종료,임대료
1036,GS,6호선,마포구청역,620-202,51,공실,편의점,,,
1037,GS,6호선,마포구청역,620-203,35,공실,편의점,,,
1038,GS,6호선,마포구청역,620-204,44,공실,편의점,,,
1039,네트워크,6호선,망원역,621-101,28,편의점,편의점,2016.07.25,2021.11.17,"7,733,234"
1040,개별(일반),6호선,망원역,621-102,45.17,의류,편의점,2018.11.27,2023.12.26,"2,100,000"
1041,GS,6호선,망원역,621-103,29,공실,편의점,,,
1042,GS,6호선,망원역,621-104,50,공실,편의점,,,
1043,GS,6호선,망원역,621-105,39,공실,편의점,,,
1044,공실,6호선,합정(6)역,622-101,38.16,,편의점,,,
1045,네트워크,6호선,합정(6)역,622-102,37.67,의류,편의점,2018.05.12,2023.07.10,"4,586,462"
1046,네트워크,6호선,합정(6)역,622-103,45,편의점,편의점,2016.07.25,2021.11.17,"19,812,605"
1047,GS,6호선,합정(6)역,622-106,58,공실,편의점,,,
1048,개별(일반),6호선,합정(6)역,622-107,42.41,휴대폰 액세서리,편의점,2019.09.23,2024.09.22,"7,110,000"
1049,GS,6호선,합정(6)역,622-108,50,공실,편의점,,,
1050,GS,6호선,합정(6)역,622-109,60,공실,편의점,,,
1051,GS,6호선,합정(6)역,622-117,75,공실,편의점,,,
1052,복합,6호선,합정(6)역,622-301,11.7,휴게음식,편의점,2017.02.22,2022.05.23,"1,823,529"
1053,복합,6호선,합정(6)역,622-302,42.2,액세서리,편의점,2017.02.22,2022.05.23,"8,057,669"
1054,개별(일반),6호선,합정(6)역,622-303,15.8,제과,편의점,2018.04.10,2023.05.09,"13,110,000"
1055,복합,6호선,합정(6)역,622-304,33.2,의류,편의점,2017.02.22,2022.05.23,"6,791,851"
1056,복합,6호선,합정(6)역,622-305,90.4,의류,편의점,2017.02.22,2022.05.23,"14,505,111"
1057,복합,6호선,합정(6)역,622-306,12.6,화장품,편의점,2017.02.22,2022.05.23,"1,986,274"
1058,네트워크,6호선,합정(6)역,622-307,22.54,플라워,편의점,2018.11.27,2024.01.25,"2,778,813"
1059,개별(일반),6호선,합정(6)역,622-308,33.9,의류,편의점,2018.04.10,2023.05.09,"10,300,000"
1060,네트워크,6호선,상수역,623-201,35,편의점,편의점,2016.07.25,2021.11.17,"10,415,664"
1061,GS,6호선,상수역,623-202,29,공실,편의점,,,
1062,GS,6호선,상수역,623-203,38,공실,편의점,,,
1063,GS,6호선,상수역,623-204,41,공실,편의점,,,
1064,GS,6호선,상수역,623-205,38,공실,편의점,,,
1065,네트워크,6호선,광흥창역,624-101,40,편의점,편의점,2016.07.25,2021.11.17,"5,471,602"
1066,GS,6호선,광흥창역,624-102,25,공실,편의점,,,
1067,GS,6호선,광흥창역,624-103,20,공실,편의점,,,
1068,GS,6호선,광흥창역,624-104,32,공실,편의점,,,
1069,GS,6호선,광흥창역,624-201,44,공실,편의점,,,
1070,GS,6호선,광흥창역,624-203,187,공실,편의점,,,
1071,GS,6호선,광흥창역,624-206,66,공실,편의점,,,
1072,네트워크,6호선,대흥역,625-101,45,편의점,편의점,2016.07.25,2021.11.17,"9,890,867"
1073,개별(일반),6호선,대흥역,625-102,43.67,의류,편의점,2019.11.19,2024.12.18,"2,870,000"
1074,GS,6호선,대흥역,625-203,23,공실,편의점,,,
1075,개별(일반),6호선,공덕(6)역,626-124,36,의류,편의점,2018.09.21,2023.10.20,"7,269,700"
1076,개별(일반),6호선,공덕(6)역,626-125,37,의류,편의점,2020.02.24,2025.03.25,"6,671,100"
1077,개별(일반),6호선,공덕(6)역,626-126,32,푸른마을,편의점,2016.01.12,2021.03.12,"3,152,770"
1078,개별(일반),6호선,공덕(6)역,626-127,27,액세서리,편의점,2018.02.23,2023.03.24,"5,120,000"
1079,개별(일반),6호선,공덕(6)역,626-128,24,화장품,편의점,2018.06.22,2023.07.21,"7,500,000"
1080,네트워크,6호선,공덕(6)역,626-129,39.4,편의점,편의점,2016.07.25,2021.11.17,"17,509,209"
1081,GS,6호선,공덕(6)역,626-130,30,공실,편의점,,,
1082,GS,6호선,공덕(6)역,626-131,22,공실,편의점,,,
1083,GS,6호선,공덕(6)역,626-132,32,공실,편의점,,,
1084,GS,6호선,공덕(6)역,626-133,48,공실,편의점,,,
1085,GS,6호선,공덕(6)역,626-134,66,공실,편의점,,,
1086,복합,6호선,공덕(6)역,626-135,165,제과음료,편의점,2017.02.22,2022.05.23,"15,963,063"
1087,복합,6호선,공덕(6)역,626-136,112,의류,편의점,2017.02.22,2022.05.23,"10,835,534"
1088,복합,6호선,공덕(6)역,626-201,13.6,공실,편의점,2017.02.22,2022.05.23,"865,728"
1089,GS,6호선,공덕(6)역,626-202,52,공실,편의점,,,
1090,네트워크,6호선,효창공원앞역,627-101,43,편의점,편의점,2016.07.25,2021.11.17,"8,991,099"
1091,GS,6호선,효창공원앞역,627-102,33,공실,편의점,,,
1092,GS,6호선,효창공원앞역,627-103,31,공실,편의점,,,
1093,GS,6호선,효창공원앞역,627-104,33,공실,편의점,,,
1094,GS,6호선,효창공원앞역,627-105,31,공실,편의점,,,
1095,GS,6호선,효창공원앞역,627-106,63,공실,편의점,,,
1096,개별(일반),6호선,삼각지(6)역,628-165,258.2,사무실,편의점,2019.03.26,2020.03.25,"1,741,750"
1097,네트워크,6호선,삼각지(6)역,628-301,31.8,편의점,편의점,2016.07.25,2021.11.17,"6,767,033"
1098,GS,6호선,삼각지(6)역,628-303,38,공실,편의점,,,
1099,GS,6호선,삼각지(6)역,628-304,30,공실,편의점,,,
1100,GS,6호선,삼각지(6)역,628-305,26,공실,편의점,,,
1101,GS,6호선,삼각지(6)역,628-306,125,공실,편의점,,,
1102,GS,6호선,삼각지(6)역,628-307,46,공실,편의점,,,
1103,GS,6호선,삼각지(6)역,628-308,40,공실,편의점,,,
1104,네트워크,6호선,녹사평역,629-101,40,편의점,편의점,2016.07.25,2021.11.17,"8,687,609"
1105,네트워크,6호선,이태원역,630-101,25,편의점,편의점,2016.07.25,2021.11.17,"11,524,939"
1106,GS,6호선,이태원역,630-102,19,공실,편의점,,,
1107,GS,6호선,이태원역,630-103,34,공실,편의점,,,
1108,네트워크,6호선,한강진역,631-101,40,편의점,편의점,2016.07.25,2021.11.17,"8,226,611"
1109,GS,6호선,한강진역,631-102,64,공실,편의점,,,
1110,GS,6호선,한강진역,631-104,62,공실,편의점,,,
1111,GS,6호선,한강진역,631-105,64,공실,편의점,,,
1112,GS,6호선,버티고개역,632-101,52,공실,,,,
1113,GS,6호선,버티고개역,632-102,26,공실,,,,
1114,네트워크,6호선,약수(6)역,633-203,77,편의점,편의점,2016.07.25,2021.11.17,"10,564,528"
1115,GS,6호선,약수(6)역,633-204,46,공실,편의점,,,
1116,GS,6호선,약수(6)역,633-205,85,공실,편의점,,,
1117,GS,6호선,약수(6)역,633-206,33,공실,편의점,,,
1118,GS,6호선,약수(6)역,633-207,39,공실,편의점,,,
1119,네트워크,6호선,신당(6)역,635-101,40,편의점,"제과,편의점",2016.07.25,2021.11.17,"7,397,913"
1120,GS,6호선,신당(6)역,635-103,73,공실,"제과,편의점",,,
1121,GS,6호선,신당(6)역,635-105,30,공실,"제과,편의점",,,
1122,GS,6호선,신당(6)역,635-106,26,공실,"제과,편의점",,,
1123,네트워크,6호선,신당(6)역,635-201,34.1,제과,"제과,편의점",2016.05.27,2021.07.26,"3,922,883"
1124,네트워크,6호선,신당(6)역,635-202,142.14,의류,"제과,편의점",2018.05.12,2023.07.10,"8,994,730"
1125,개별(일반),6호선,신당(6)역,635-203,30,꽃집,"제과,편의점",2020.01.10,2025.02.08,"1,985,000"
1126,GS,6호선,동묘앞(6)역,636-101,45,공실,편의점,,,
1127,네트워크,6호선,동묘앞(6)역,636-201,48,편의점,편의점,2016.07.25,2021.11.17,"6,967,649"
1128,GS,6호선,동묘앞(6)역,636-205,26,공실,편의점,,,
1129,GS,6호선,동묘앞(6)역,636-206,30,공실,편의점,,,
1130,GS,6호선,동묘앞(6)역,636-207,43,공실,편의점,,,
1131,네트워크,6호선,창신역,637-101,28,편의점,편의점,2016.07.25,2021.11.17,"2,689,152"
1132,GS,6호선,창신역,637-102,34,공실,편의점,,,
1133,GS,6호선,창신역,637-103,34,공실,편의점,,,
1134,GS,6호선,창신역,637-104,34,공실,편의점,,,
1135,GS,6호선,창신역,637-105,34,공실,편의점,,,
1136,공실,6호선,보문역,638-101,43.35,,편의점,,,
1137,개별(일반),6호선,보문역,638-102,14.1,생활용품,편의점,2018.11.20,2023.12.19,"825,000"
1138,네트워크,6호선,보문역,638-103,35,편의점,편의점,2016.07.25,2021.11.17,"7,083,036"
1139,GS,6호선,보문역,638-104,16,공실,편의점,,,
1140,GS,6호선,보문역,638-105,24,공실,편의점,,,
1141,GS,6호선,보문역,638-106,36,공실,편의점,,,
1142,GS,6호선,안암역,639-103,31,공실,편의점,,,
1143,GS,6호선,안암역,639-104,31,공실,편의점,,,
1144,GS,6호선,안암역,639-105,17,공실,편의점,,,
1145,네트워크,6호선,안암역,639-201,42.2,편의점,편의점,2016.07.25,2021.11.17,"14,660,052"
1146,공실,6호선,안암역,639-202,40.99,,편의점,,,
1147,GS,6호선,안암역,639-203,30,공실,편의점,,,
1148,GS,6호선,안암역,639-204,27,공실,편의점,,,
1149,GS,6호선,안암역,639-205,32,공실,편의점,,,
1150,네트워크,6호선,고려대역,640-101,35,편의점,편의점,2016.07.25,2021.11.17,"10,602,944"
1151,공실,6호선,고려대역,640-102,38.4,,편의점,,,
1152,GS,6호선,고려대역,640-103,63,공실,편의점,,,
1153,GS,6호선,고려대역,640-104,37,공실,편의점,,,
1154,GS,6호선,고려대역,640-105,25,공실,편의점,,,
1155,네트워크,6호선,월곡역,641-101,35,편의점,편의점,2016.07.25,2021.11.17,"11,260,826"
1156,GS,6호선,월곡역,641-102,27,공실,편의점,,,
1157,GS,6호선,월곡역,641-103,30,공실,편의점,,,
1158,개별(일반),6호선,월곡역,641-201,31.83,"분식(김밥,주먹밥)",편의점,2018.11.27,2023.12.26,"1,050,000"
1159,GS,6호선,월곡역,641-202,16,공실,편의점,,,
1160,GS,6호선,월곡역,641-203,58,공실,편의점,,,
1161,GS,6호선,월곡역,641-204,85,공실,편의점,,,
1162,네트워크,6호선,상월곡역,642-201,38.4,편의점,편의점,2016.07.25,2021.11.17,"4,299,077"
1163,GS,6호선,상월곡역,642-203,40,공실,편의점,,,
1164,GS,6호선,상월곡역,642-204,39,공실,편의점,,,
1165,GS,6호선,상월곡역,642-205,95,공실,편의점,,,
1166,네트워크,6호선,돌곶이역,643-101,37.8,편의점,편의점,2016.07.25,2021.11.17,"8,738,785"
1167,GS,6호선,돌곶이역,643-102,53,공실,편의점,,,
1168,GS,6호선,돌곶이역,643-103,30,공실,편의점,,,
1169,GS,6호선,돌곶이역,643-104,41,공실,편의점,,,
1170,GS,6호선,돌곶이역,643-105,22,공실,편의점,,,
1171,GS,6호선,돌곶이역,643-106,15,공실,편의점,,,
1172,GS,6호선,돌곶이역,643-107,37,공실,편의점,,,
1173,GS,6호선,석계역,644-102,72,공실,"제과,편의점",,,
1174,네트워크,6호선,석계역,644-202,25.7,제과,"제과,편의점",2016.06.07,2021.08.06,"4,900,302"
1175,네트워크,6호선,석계역,644-205,58,편의점,"제과,편의점",2016.07.25,2021.11.17,"16,162,081"
1176,GS,6호선,석계역,644-206,64,공실,"제과,편의점",,,
1177,GS,6호선,석계역,644-207,63,공실,"제과,편의점",,,
1178,GS,6호선,석계역,644-208,66,공실,"제과,편의점",,,
1179,GS,6호선,석계역,644-209,30,공실,"제과,편의점",,,
1180,GS,6호선,석계역,644-210,49,공실,"제과,편의점",,,
1181,GS,6호선,석계역,644-211,33,공실,"제과,편의점",,,
1182,GS,6호선,석계역,644-212,33,공실,"제과,편의점",,,
1183,GS,6호선,석계역,644-213,82,공실,"제과,편의점",,,
1184,GS,6호선,석계역,644-215,110,공실,"제과,편의점",,,
1185,개별(일반),6호선,태릉입구(6)역,645-101,22.97,사무실,,2020.02.24,2025.03.25,"246,700"
1186,개별(일반),6호선,태릉입구(6)역,645-103,31.5,의류,,2019.10.29,2024.11.27,"1,290,000"
1187,개별(일반),6호선,태릉입구(6)역,645-104,40,꽃집,,2019.11.12,2024.12.11,"1,680,000"
1188,공실,6호선,태릉입구(6)역,645-106,36,,,,,
1189,GS,6호선,태릉입구(6)역,645-109,39,공실,,,,
1190,GS,6호선,태릉입구(6)역,645-110,78,공실,,,,
1191,GS,6호선,태릉입구(6)역,645-112,38,공실,,,,
1192,GS,6호선,태릉입구(6)역,645-113,33,공실,,,,
1193,GS,6호선,태릉입구(6)역,645-114,97,공실,,,,
1194,네트워크,6호선,태릉입구(6)역,645-301,27.27,의류,,2018.05.12,2023.07.10,"2,212,067"
1195,네트워크,6호선,화랑대역,646-101,30,편의점,편의점,2016.07.25,2021.11.17,"7,478,862"
1196,개별(일반),6호선,화랑대역,646-102,34.6,액세서리,편의점,2019.11.19,2024.12.18,"2,370,000"
1197,개별(일반),6호선,화랑대역,646-103,32,의류,편의점,2019.09.23,2024.09.22,"1,130,000"
1198,GS,6호선,화랑대역,646-104,50,공실,편의점,,,
1199,GS,6호선,화랑대역,646-105,30,공실,편의점,,,
1200,GS,6호선,화랑대역,646-106,28,공실,편의점,,,
1201,GS,6호선,화랑대역,646-107,35,공실,편의점,,,
1202,네트워크,6호선,봉화산역,647-101,47,편의점,편의점,2016.07.25,2021.11.17,"6,932,114"
1203,GS,6호선,봉화산역,647-102,87,공실,편의점,,,
1204,GS,6호선,봉화산역,647-103,87,공실,편의점,,,
1205,GS,6호선,봉화산역,647-104,33,공실,편의점,,,
1206,GS,6호선,봉화산역,647-105,33,공실,편의점,,,
1207,GS,6호선,봉화산역,647-106,34,공실,편의점,,,
1208,GS,6호선,봉화산역,647-107,27,공실,편의점,,,
1209,GS,7호선,도봉산역,710-006,36,공실,,,,
1210,GS,7호선,도봉산역,710-007,44,공실,,,,
1211,GS,7호선,도봉산역,710-008,38,공실,,,,
1212,공실,7호선,수락산역,711-101,227.24,,,,,
1213,개별(일반),7호선,수락산역,711-102,121.47,사무실,,2019.05.08,2024.06.06,"420,000"
1214,개별(일반),7호선,수락산역,711-201,40.08,건강식품,,2019.12.21,2025.01.19,"1,150,000"
1215,네트워크,7호선,수락산역,711-202,37.88,편의점,,2020.02.13,2025.04.12,"8,858,850"
1216,개별(일반),7호선,수락산역,711-203,56.48,의류,,2019.10.29,2024.11.27,"1,670,000"
1217,GS,7호선,수락산역,711-204,44,공실,,,,
1218,GS,7호선,수락산역,711-205,43,공실,,,,
1219,GS,7호선,수락산역,711-206,44,공실,,,,
1220,GS,7호선,수락산역,711-207,58,공실,,,,
1221,GS,7호선,수락산역,711-209,100,공실,,,,
1222,개별(일반),7호선,마들역,712-101,33,꽃집,,2020.05.29,2025.06.28,"466,600"
1223,개별(일반),7호선,마들역,712-102,33,의류,,2019.10.29,2024.11.27,"500,000"
1224,개별(일반),7호선,마들역,712-108,33,꽃집,,2020.06.15,2025.07.15,"500,000"
1225,공실,7호선,마들역,712-109,33,,,,,
1226,공실,7호선,마들역,712-110,33.25,,,,,
1227,네트워크,7호선,마들역,712-111,33.11,편의점,,2020.02.13,2025.04.12,"6,137,560"
1228,공실,7호선,마들역,712-113,230.7,,,,,
1229,개별(일반),7호선,마들역,712-105,33,문화복지,,2020.03.02,2025.05.01,"2,466,000"
1230,개별(일반),7호선,마들역,712-106,33,문화복지,,2020.03.02,2025.05.01,
1231,개별(일반),7호선,마들역,712-107,33,문화복지,,2020.03.02,2025.05.01,
1232,개별(일반),7호선,마들역,712-114,33,문화복지,,2020.03.02,2025.05.01,
1233,개별(일반),7호선,마들역,712-115,33,문화복지,,2020.03.02,2025.05.01,
1234,개별(일반),7호선,마들역,712-116,45,문화복지,,2020.03.02,2025.05.01,
1235,개별(일반),7호선,마들역,712-117,35,문화복지,,2020.03.02,2025.05.01,
1236,개별(일반),7호선,마들역,712-118,35,문화복지,,2020.03.02,2025.05.01,
1237,개별(일반),7호선,마들역,712-119,36,문화복지,,2020.03.02,2025.05.01,
1238,개별(일반),7호선,마들역,712-120,31,문화복지,,2020.03.02,2025.05.01,
1239,GS,7호선,마들역,712-202,45,공실,,,,
1240,GS,7호선,마들역,712-203,45,공실,,,,
1241,GS,7호선,마들역,712-204,20,공실,,,,
1242,복합,7호선,노원(7)역,713-101,36.4,베이커리,,2016.07.08,2021.11.06,"27,943,265"
1243,복합,7호선,노원(7)역,713-102,29,식음,,2016.07.08,2021.11.06,
1244,복합,7호선,노원(7)역,713-103,29,액세서리,,2016.07.08,2021.11.06,
1245,복합,7호선,노원(7)역,713-104,51,의류,,2016.07.08,2021.11.06,
1246,복합,7호선,노원(7)역,713-106,24,의류,,2016.07.08,2021.11.06,
1247,복합,7호선,노원(7)역,713-107,28.3,분식,,2016.07.08,2021.11.06,
1248,복합,7호선,노원(7)역,713-108,32.5,식음,,2016.07.08,2021.11.06,
1249,복합,7호선,노원(7)역,713-109,33.6,의류,,2016.07.08,2021.11.06,
1250,복합,7호선,노원(7)역,713-110,33.6,농특산물,,2016.07.08,2021.11.06,
1251,복합,7호선,노원(7)역,713-111,33.6,액세서리,,2016.07.08,2021.11.06,
1252,복합,7호선,노원(7)역,713-112,33.6,의류,,2016.07.08,2021.11.06,
1253,복합,7호선,노원(7)역,713-113,33.6,액세서리,,2016.07.08,2021.11.06,
1254,복합,7호선,노원(7)역,713-114,41,의류,,2016.07.08,2021.11.06,
1255,복합,7호선,노원(7)역,713-115,18,의류,,2016.07.08,2021.11.06,
1256,복합,7호선,노원(7)역,713-117,45,화장품,,2016.07.08,2021.11.06,
1257,복합,7호선,노원(7)역,713-118,33,액세서리,,2016.07.08,2021.11.06,
1258,네트워크,7호선,노원(7)역,713-116,55.15,편의점,,2020.02.13,2025.04.12,"19,781,190"
1259,GS,7호선,노원(7)역,713-120,17,공실,,,,
1260,GS,7호선,노원(7)역,713-121,24,공실,,,,
1261,GS,7호선,노원(7)역,713-202,40,공실,,,,
1262,GS,7호선,노원(7)역,713-203,37,공실,,,,
1263,개별(일반),7호선,노원(7)역,713-255,52,사무실,,2020.02.01,2025.01.31,"599,400"
1264,공실,7호선,중계역,714-101,30.6,,,,,
1265,개별(일반),7호선,중계역,714-102,105.6,식음료,,2019.09.23,2024.09.22,"4,560,000"
1266,GS,7호선,중계역,714-104,17,공실,,,,
1267,네트워크,7호선,중계역,714-201,32.91,편의점,,2020.02.13,2025.04.12,"8,936,070"
1268,GS,7호선,중계역,714-202,41,공실,,,,
1269,GS,7호선,중계역,714-203,30,공실,,,,
1270,GS,7호선,중계역,714-204,34,공실,,,,
1271,GS,7호선,중계역,714-205,41,공실,,,,
1272,GS,7호선,중계역,714-206,59,공실,,,,
1273,GS,7호선,중계역,714-207,50,공실,,,,
1274,개별(일반),7호선,하계역,715-101,55.01,제과,,2019.12.18,2024.12.17,"7,260,000"
1275,네트워크,7호선,하계역,715-102,40.8,편의점,,2020.02.13,2025.04.12,"14,478,750"
1276,개별(일반),7호선,하계역,715-103,36.57,의류,,2019.10.08,2024.11.06,"4,310,000"
1277,GS,7호선,하계역,715-104,65,공실,,,,
1278,GS,7호선,하계역,715-106,32,공실,,,,
1279,GS,7호선,하계역,715-107,32,공실,,,,
1280,GS,7호선,하계역,715-108,26,공실,,,,
1281,GS,7호선,하계역,715-109,70,공실,,,,
1282,GS,7호선,하계역,715-110,47,공실,,,,
1283,GS,7호선,하계역,715-111,33,공실,,,,
1284,네트워크,7호선,공릉역,716-101,29.88,액세서리,,2018.05.09,2023.07.07,"1,767,769"
1285,네트워크,7호선,공릉역,716-102,28.91,편의점,,2020.02.13,2025.04.12,"7,699,120"
1286,개별(일반),7호선,공릉역,716-103,29.42,의류,,2019.10.05,2024.11.03,"3,230,000"
1287,GS,7호선,공릉역,716-104,30,공실,,,,
1288,GS,7호선,공릉역,716-105,50,공실,,,,
1289,GS,7호선,공릉역,716-106,40,공실,,,,
1290,GS,7호선,태릉입구(7)역,717-101,44,공실,,,,
1291,네트워크,7호선,태릉입구(7)역,717-102,37.14,편의점,,2020.02.13,2025.04.12,"9,603,880"
1292,GS,7호선,태릉입구(7)역,717-104,31,공실,,,,
1293,GS,7호선,태릉입구(7)역,717-105,31,공실,,,,
1294,공실,7호선,태릉입구(7)역,717-106,32.2,,,,,
1295,GS,7호선,태릉입구(7)역,717-112,33,공실,,,,
1296,개별(일반),7호선,태릉입구(7)역,717-302,59,의류,,2018.02.23,2023.03.24,"8,630,000"
1297,개별(일반),7호선,태릉입구(7)역,717-303,59,의류,,2018.02.23,2023.03.24,"8,630,000"
1298,GS,7호선,태릉입구(7)역,717-304,50,공실,,,,
1299,GS,7호선,태릉입구(7)역,717-305,40,공실,,,,
1300,GS,7호선,태릉입구(7)역,717-307,45,공실,,,,
1301,GS,7호선,먹골역,718-101,48,공실,,,,
1302,GS,7호선,먹골역,718-109,34,공실,,,,
1303,네트워크,7호선,먹골역,718-201,24.38,편의점,,2020.02.13,2025.04.12,"6,181,890"
1304,GS,7호선,먹골역,718-202,58,공실,,,,
1305,GS,7호선,먹골역,718-203,57,공실,,,,
1306,GS,7호선,먹골역,718-204,50,공실,,,,
1307,GS,7호선,먹골역,718-205,35,공실,,,,
1308,GS,7호선,먹골역,718-206,35,공실,,,,
1309,네트워크,7호선,중화역,719-101,29.7,편의점,,2020.02.13,2025.04.12,"7,671,950"
1310,개별(일반),7호선,중화역,719-102,39.02,의류,,2020.03.12,2025.04.11,"3,560,000"
1311,복합,7호선,중화역,719-103,28.43,신발,,2017.03.20,2022.06.18,"13,013,482"
1312,복합,7호선,중화역,719-104,39.57,의류,,2017.03.20,2022.06.18,
1313,복합,7호선,중화역,719-105,37.38,제과,,2017.03.20,2022.06.18,
1314,복합,7호선,중화역,719-106,95.23,의류,,2017.03.20,2022.06.18,
1315,개별(일반),7호선,중화역,719-109,30,의류,,2020.04.17,2025.05.17,"2,789,300"
1316,GS,7호선,중화역,719-112,44,공실,,,,
1317,GS,7호선,중화역,719-113,50,공실,,,,
1318,GS,7호선,중화역,719-114,18,공실,,,,
1319,GS,7호선,중화역,719-115,45,공실,,,,
1320,GS,7호선,중화역,719-201,48,공실,,,,
1321,GS,7호선,중화역,719-202,70,공실,,,,
1322,GS,7호선,중화역,719-203,50,공실,,,,
1323,GS,7호선,상봉역,720-101,144,공실,,,,
1324,GS,7호선,상봉역,720-102,60,공실,,,,
1325,개별(일반),7호선,상봉역,720-201,43.09,의류,,2018.09.28,2023.11.26,"4,246,900"
1326,네트워크,7호선,상봉역,720-202,45.48,편의점,,2020.02.13,2025.04.12,"13,788,060"
1327,GS,7호선,상봉역,720-203,74,공실,,,,
1328,GS,7호선,상봉역,720-204,53,공실,,,,
1329,GS,7호선,상봉역,720-205,52,공실,,,,
1330,GS,7호선,상봉역,720-206,78,공실,,,,
1331,네트워크,7호선,면목역,721-101,29,의류,,2018.05.09,2023.07.07,"2,132,026"
1332,네트워크,7호선,면목역,721-102,36.08,편의점,,2020.02.13,2025.04.12,"10,569,130"
1333,개별(일반),7호선,면목역,721-103,32,제과,,2020.06.08,2025.07.08,"4,500,000"
1334,개별(일반),7호선,면목역,721-104,16.8,의류,,2019.09.20,2024.10.19,"1,850,000"
1335,GS,7호선,면목역,721-105,24,공실,,,,
1336,GS,7호선,면목역,721-106,78,공실,,,,
1337,GS,7호선,면목역,721-108,52,공실,,,,
1338,GS,7호선,면목역,721-109,53,공실,,,,
1339,GS,7호선,면목역,721-110,107,공실,,,,
1340,GS,7호선,면목역,721-111,45,공실,,,,
1341,GS,7호선,면목역,721-112,45,공실,,,,
1342,개별(일반),7호선,면목역,721-301,64,식음료,,2019.09.23,2024.09.22,"4,500,300"
1343,복합,7호선,면목역,721-302,45.56,의류,,2017.03.20,2022.06.18,"8,706,792"
1344,복합,7호선,면목역,721-303,55.05,의류,,2017.03.20,2022.06.18,
1345,복합,7호선,면목역,721-304,16.93,제과,,2017.03.20,2022.06.18,
1346,복합,7호선,면목역,721-305,16.68,제과,,2017.03.20,2022.06.18,
1347,GS,7호선,사가정역,722-102,58,공실,,,,
1348,GS,7호선,사가정역,722-103,112,공실,,,,
1349,GS,7호선,사가정역,722-104,46,공실,,,,
1350,개별(일반),7호선,사가정역,722-301,21.9,사무실,,2019.05.21,2024.06.19,"233,500"
1351,네트워크,7호선,사가정역,722-302,32.21,편의점,,2020.02.13,2025.04.12,"11,204,050"
1352,복합,7호선,사가정역,722-303,26.03,의류,,2017.03.20,2022.06.18,"15,254,726"
1353,복합,7호선,사가정역,722-304,25.64,의류,,2017.03.20,2022.06.18,
1354,복합,7호선,사가정역,722-305,106.54,의류(액세서리),,2017.03.20,2022.06.18,
1355,복합,7호선,사가정역,722-306,41.82,의류(잡화),,2017.03.20,2022.06.18,
1356,복합,7호선,사가정역,722-307,35.13,의류,,2017.03.20,2022.06.18,
1357,GS,7호선,사가정역,722-309,93,공실,,,,
1358,네트워크,7호선,용마산역,723-101,28.8,편의점,,2020.02.13,2025.04.12,"5,070,780"
1359,GS,7호선,용마산역,723-105,66,공실,,,,
1360,GS,7호선,용마산역,723-106,36,공실,,,,
1361,GS,7호선,용마산역,723-107,35,공실,,,,
1362,GS,7호선,용마산역,723-301,55,공실,,,,
1363,GS,7호선,용마산역,723-302,55,공실,,,,
1364,GS,7호선,용마산역,723-303,58,공실,,,,
1365,네트워크,7호선,중곡역,724-101,35.16,편의점,,2020.02.13,2025.04.12,"5,995,990"
1366,공실,7호선,중곡역,724-201,46.99,,,,,
1367,GS,7호선,중곡역,724-202,46,공실,,,,
1368,GS,7호선,중곡역,724-203,14,공실,,,,
1369,네트워크,7호선,군자(7)역,725-101,54.82,편의점,제과,2020.02.13,2025.04.12,"14,890,590"
1370,GS,7호선,군자(7)역,725-103,40,공실,제과,,,
1371,GS,7호선,군자(7)역,725-104,50,공실,제과,,,
1372,GS,7호선,군자(7)역,725-105,55,공실,제과,,,
1373,네트워크,7호선,군자(7)역,725-301,33.9,의류,제과,2018.05.12,2023.07.10,"2,618,429"
1374,네트워크,7호선,군자(7)역,725-302,86.95,의류,제과,2018.05.09,2023.07.07,"3,196,209"
1375,공실,7호선,군자(7)역,725-303,32.7,,제과,,,
1376,네트워크,7호선,군자(7)역,725-304,20,제과,제과,2016.10.10,2021.12.09,"4,435,930"
1377,공실,7호선,군자(7)역,725-305,24.24,,제과,,,
1378,개별(일반),7호선,군자(7)역,725-306,23.5,액세서리,제과,2019.12.21,2025.01.19,"5,032,000"
1379,GS,7호선,군자(7)역,725-307,33,공실,제과,,,
1380,GS,7호선,군자(7)역,725-308,27,공실,제과,,,
1381,GS,7호선,군자(7)역,725-309,31,공실,제과,,,
1382,GS,7호선,군자(7)역,725-310,27,공실,제과,,,
1383,네트워크,7호선,어린이대공원역,726-101,35.6,편의점,,2020.02.13,2025.04.12,"12,632,620"
1384,공실,7호선,어린이대공원역,726-102,18.48,,,,,
1385,공실,7호선,어린이대공원역,726-103,34.61,,,,,
1386,GS,7호선,어린이대공원역,726-104,70,공실,,,,
1387,GS,7호선,어린이대공원역,726-105,60,공실,,,,
1388,GS,7호선,어린이대공원역,726-106,58,공실,,,,
1389,GS,7호선,어린이대공원역,726-201,37,공실,,,,
1390,GS,7호선,어린이대공원역,726-202,37,공실,,,,
1391,GS,7호선,어린이대공원역,726-203,56,공실,,,,
1392,GS,7호선,어린이대공원역,726-204,46,공실,,,,
1393,GS,7호선,어린이대공원역,726-205,30,공실,,,,
1394,GS,7호선,어린이대공원역,726-206,22,공실,,,,
1395,개별(일반),7호선,건대입구(7)역,727-101,867.64,문구,,2015.08.21,2020.08.20,"16,415,740"
