NO,상가유형,호선,역명,상가번호,면적(㎡),영업업종,보호업종,계약시작,계약종료,임대료
1,개별(일반),1호선,서울(1)역,150-107,33,사무실,,2019.05.08,2024.06.06,"527,100"
2,소송상가,1호선,서울(1)역,150-109,12,미니샵A(커피전문점),,2012.05.21,2017.07.10,"5,178,550"
3,네트워크,1호선,서울(1)역,150-110,41.3,화장품,,2015.09.05,2020.11.03,"17,414,416"
4,개별(일반),1호선,시청(1)역,151-101,29.73,의류,,2017.04.04,2022.05.03,"3,858,954"
5,개별(일반),1호선,시청(1)역,151-103,57.6,장애인생산품,,2020.02.01,2025.01.31,"1,858,300"
6,공실,1호선,시청(1)역,151-104,25,,,,,
7,공실,1호선,시청(1)역,151-105,25,,,,,
8,개별(일반),1호선,시청(1)역,151-106,33,액세서리,,2017.09.19,2022.11.17,"1,801,800"
9,공실,1호선,시청(1)역,151-107,22,,,,,
10,네트워크,1호선,종각역,152-101,36.85,화장품,,2015.09.05,2020.11.03,"20,734,494"
11,네트워크,1호선,종각역,152-104,18.64,의류,,2016.03.26,2021.05.04,"4,529,968"
12,개별(일반),1호선,종각역,152-105,29.3,편의점,,2017.04.18,2022.04.17,"6,549,400"
13,개별(일반),1호선,종각역,152-106,30.7,의류,,2019.04.30,2024.05.29,"3,618,600"
14,개별(일반),1호선,종각역,152-109,42,제과,,2020.02.24,2025.03.25,"7,020,000"
15,개별(일반),1호선,종각역,152-111,16.15,액세서리,,2020.03.13,2025.04.12,"2,900,000"
16,개별(일반),1호선,종각역,152-115,29.4,제과,,2020.02.24,2025.03.25,"8,130,000"
17,개별(일반),1호선,종로3가(1)역,153-101,23.4,편의점,,2018.10.23,2023.11.21,"2,260,000"
18,개별(일반),1호선,종로3가(1)역,153-102,17.6,제과,,2017.01.10,2022.01.09,"4,600,000"
19,개별(일반),1호선,종로3가(1)역,153-104,18.05,언더웨어,,2016.09.12,2021.10.11,"1,551,000"
20,개별(일반),1호선,종로3가(1)역,153-106,26,보청기,,2018.08.14,2023.09.12,"4,350,000"
21,소송상가,1호선,종로3가(1)역,153-107,63.95,화장품,,2012.01.09,2019.05.24,"11,673,679"
22,네트워크,1호선,종로5가역,154-104,14.11,의류,,2018.11.16,2024.01.14,"1,504,866"
23,네트워크,1호선,종로5가역,154-106,44.1,화장품,,2015.09.05,2020.11.03,"14,923,307"
24,개별(일반),1호선,동대문(1)역,155-108,30.44,화장품,,2015.12.22,2020.12.21,"5,418,000"
25,네트워크,1호선,제기동역,157-101,19.3,액세서리,,2016.06.04,2021.07.03,"5,518,871"
26,네트워크,1호선,제기동역,157-106,42.72,의류,,2016.03.26,2021.05.04,"6,603,344"
27,공실,1호선,동묘앞(1)역,159-201,17.7,,,,,
28,개별(일반),2호선,시청(2)역,201-108,29.2,여성의류(와이셔츠포함),,2016.01.19,2021.01.18,"3,110,000"
29,개별(일반),2호선,을지로입구역,202-101,85.1,도서관운영,,2019.06.01,2024.05.31,"2,900,000"
30,개별(일반),2호선,을지로입구역,202-102,16.7,금융업,,2016.05.31,2021.05.30,"12,110,000"
31,개별(일반),2호선,을지로입구역,202-103,17.2,금융업,,2017.01.10,2022.01.09,"12,150,000"
32,개별(일반),2호선,을지로입구역,202-104,17.2,편의점,,2019.10.15,2024.11.13,"14,993,000"
33,개별(일반),2호선,을지로입구역,202-105,16.7,금융업,,2019.12.12,2025.01.10,"14,403,100"
34,개별(일반),2호선,을지로입구역,202-106,33.9,화장품,,2015.12.28,2020.12.27,"18,040,000"
35,공실,2호선,을지로입구역,202-108,32.51,,,,,
36,개별(대형),2호선,을지로입구역,202-110,32.2,창고,,2018.10.02,2023.11.10,
37,개별(대형),2호선,을지로입구역,202-114,180,헬스&뷰티,,2018.10.02,2023.11.10,"59,400,000"
38,개별(대형),2호선,을지로입구역,202-119,,헬스&뷰티,,2018.10.02,2023.11.10,
39,공실,2호선,을지로입구역,202-111,17.6,,,,,
40,개별(일반),2호선,을지로입구역,202-112,19.97,의류,,2020.02.24,2025.03.25,"3,654,000"
41,공실,2호선,을지로입구역,202-113,19.47,,,,,
42,개별(일반),2호선,을지로입구역,202-115,26.82,여성의류,,2017.11.07,2022.12.06,"7,711,100"
43,개별(일반),2호선,을지로입구역,202-116,75.95,제과,,2017.11.07,2022.12.06,"16,137,100"
44,공실,2호선,을지로입구역,202-117,16,,,,,
45,네트워크,2호선,을지로입구역,202-118,40,의류,,2016.03.26,2021.05.04,"6,723,839"
46,네트워크,2호선,을지로입구역,202-120,19,플라워,,2018.11.27,2024.01.25,"1,914,875"
47,공실,2호선,을지로3가(2)역,203-101,16.2,,,,,
48,개별(일반),2호선,을지로3가(2)역,203-102,16.2,잡화(모자),,2019.10.25,2024.11.23,"553,500"
49,개별(일반),2호선,을지로3가(2)역,203-106,13.5,꽃집,,2018.04.10,2023.05.09,"400,000"
50,개별(일반),2호선,을지로3가(2)역,203-108,11.5,음반,,2017.04.25,2022.04.24,"872,300"
51,개별(일반),2호선,을지로3가(2)역,203-110,25.6,플라워,,2019.04.02,2024.05.01,"816,600"
52,개별(일반),2호선,을지로3가(2)역,203-112,26,의류,,2019.04.02,2024.05.01,"1,259,100"
53,개별(일반),2호선,을지로3가(2)역,203-114,13,인쇄,,2016.11.22,2021.11.21,"1,530,000"
54,공실,2호선,을지로3가(2)역,203-115,18.96,,,,,
55,개별(일반),2호선,을지로3가(2)역,203-116,27.9,휴게음식,,2015.08.18,2020.08.17,"1,525,800"
56,개별(일반),2호선,을지로4가(2)역,204-105,22.84,인쇄,,2016.10.25,2021.10.24,"1,356,400"
57,개별(일반),2호선,을지로4가(2)역,204-107,23.2,의류,,2017.04.25,2022.04.24,"705,000"
58,공실,2호선,을지로4가(2)역,204-108,14.9,,,,,
59,공실,2호선,을지로4가(2)역,204-109,14.9,,,,,
60,개별(일반),2호선,을지로4가(2)역,204-110,14.9,명함,,2017.04.04,2022.04.03,"660,000"
61,네트워크,2호선,을지로4가(2)역,204-112,38,커피(음료)전문점,,2018.01.08,2023.02.16,"2,143,653"
62,공실,2호선,을지로4가(2)역,204-113,32.8,,,,,
63,공실,2호선,동대문역사문화공원(2)역,205-101,62.2,,,,,
64,공실,2호선,동대문역사문화공원(2)역,205-103,31.69,,,,,
65,공실,2호선,동대문역사문화공원(2)역,205-104,32.5,,,,,
66,공실,2호선,동대문역사문화공원(2)역,205-105,12,,,,,
67,개별(일반),2호선,동대문역사문화공원(2)역,205-106,25.7,의류,,2019.10.29,2024.11.27,"10,222,000"
68,개별(일반),2호선,동대문역사문화공원(2)역,205-107,45.64,액세서리,,2016.10.25,2021.10.24,"17,200,000"
69,공실,2호선,동대문역사문화공원(2)역,205-109,19.5,,,,,
70,개별(일반),2호선,신당(2)역,206-101,14.82,사무실,,2020.02.24,2025.03.25,"228,300"
71,개별(일반),2호선,신당(2)역,206-102,11,핸드폰 판매 및 수리,,2018.11.06,2023.12.05,"850,000"
72,네트워크,2호선,상왕십리역,207-101,30.6,화장품,,2015.09.05,2020.11.03,"6,190,489"
73,개별(일반),2호선,상왕십리역,207-102,37,편의점,,2017.01.24,2022.01.23,"6,161,600"
74,공실,2호선,상왕십리역,207-103,30,,,,,
75,개별(일반),2호선,왕십리(2)역,208-105,12.35,팬시품,,2017.09.19,2022.10.18,"1,129,600"
76,개별(일반),2호선,왕십리(2)역,208-106,12.35,양말,,2018.08.14,2023.09.12,"1,538,900"
77,공실,2호선,왕십리(2)역,208-107,33.68,,,,,
78,소송상가,2호선,왕십리(2)역,208-108,24.5,여성의류,,2012.04.26,2017.06.29,"2,263,435"
79,소송상가,2호선,왕십리(2)역,208-109,24.5,푸드(떡),,2012.04.26,2017.06.29,"2,263,435"
80,소송상가,2호선,왕십리(2)역,208-110,44.43,여성의류,,2012.04.26,2017.06.29,"4,104,670"
81,소송상가,2호선,왕십리(2)역,208-111,30.06,액세서리,,2012.04.26,2017.06.29,"2,777,096"
82,소송상가,2호선,왕십리(2)역,208-112,27.65,편의점,,2012.04.26,2017.06.29,"2,554,448"
83,개별(일반),2호선,왕십리(2)역,208-113,19,간이음식,,2018.04.10,2023.05.09,"4,211,110"
84,개별(일반),2호선,한양대역,209-001,46.8,사무실,,2019.05.21,2024.06.19,"418,000"
85,개별(일반),2호선,한양대역,209-002,13.9,제과,,2020.04.03,2025.05.03,"3,170,000"
86,개별(일반),2호선,한양대역,209-003,18,편의점,,2015.05.27,2020.05.26,"3,334,700"
87,개별(일반),2호선,한양대역,209-004,90.1,혈액센터,,2017.11.07,2022.12.06,"4,900,000"
88,개별(일반),2호선,뚝섬역,210-004,14.23,의류,,2017.12.27,2023.01.25,"661,700"
89,개별(일반),2호선,뚝섬역,210-005,31.2,편의점,,2017.05.09,2022.05.08,"4,279,000"
90,공실,2호선,뚝섬역,210-006,13,,,,,
91,네트워크,2호선,뚝섬역,210-007,25.17,의류,,2016.06.04,2021.07.03,"2,405,887"
92,개별(일반),2호선,뚝섬역,210-008,21.99,꽃집,,2017.12.27,2023.01.25,"1,166,700"
93,네트워크,2호선,성수역,211-002,28.4,화장품,,2015.09.05,2020.11.03,"8,183,257"
94,공실,2호선,성수역,211-003,23.5,,,,,
95,개별(일반),2호선,성수역,211-006,16.28,제과점 ,,2017.02.08,2022.02.07,"1,712,000"
96,공실,2호선,성수역,211-007,32.76,,,,,
97,개별(일반),2호선,성수역,211-010,27,의류,,2019.06.25,2024.07.24,"3,050,000"
98,개별(일반),2호선,성수역,211-011,22.8,분식,,2018.07.10,2023.08.08,"4,800,000"
99,개별(일반),2호선,성수역,211-012,21.3,제과,,2019.11.26,2024.12.25,"2,702,700"
100,개별(일반),2호선,건대입구(2)역,212-002,69.5,제과,,2019.06.25,2024.07.24,"7,512,000"
101,네트워크,2호선,건대입구(2)역,212-003,22.8,의류,,2016.03.26,2021.05.04,"3,256,490"
102,네트워크,2호선,건대입구(2)역,212-004,19.5,편의점,,2018.10.23,2023.12.21,"6,762,624"
103,공실,2호선,건대입구(2)역,212-005,36.04,,,,,
104,개별(일반),2호선,건대입구(2)역,212-006,29.5,액세서리,,2019.12.24,2025.01.22,"5,011,000"
105,네트워크,2호선,건대입구(2)역,212-007,29.68,커피(음료)전문점,,2017.12.29,2023.02.06,"6,243,818"
106,소송상가,2호선,건대입구(2)역,212-008,48.2,화장품,,2012.04.16,2017.08.08,"10,226,478"
107,소송상가,2호선,건대입구(2)역,212-009,24.55,화장품,,2012.04.16,2017.08.08,"5,208,714"
108,소송상가,2호선,건대입구(2)역,212-010,36,의류,,2012.04.16,2017.08.08,"7,638,033"
109,개별(일반),2호선,건대입구(2)역,212-011,35.6,휴게음식,,2018.12.25,2024.01.23,"6,210,000"
110,네트워크,2호선,건대입구(2)역,212-012,23.42,의류,,2016.06.04,2021.07.03,"4,709,346"
111,네트워크,2호선,구의역,213-001,23.1,편의점,,2018.10.23,2023.12.21,"3,944,864"
112,개별(일반),2호선,구의역,213-003,12.08,제과,,2020.04.01,2025.05.01,"1,687,000"
113,네트워크,2호선,구의역,213-004,50.46,화장품,,2015.09.05,2020.11.03,"8,480,902"
114,개별(일반),2호선,구의역,213-006,20,구두,,2018.04.10,2023.05.09,"1,023,000"
115,개별(일반),2호선,구의역,213-007,27.57,농산물(포장형),,2018.12.21,2024.01.19,"1,000,000"
116,네트워크,2호선,강변역,214-001,36.5,화장품,,2015.09.05,2020.11.03,"17,456,040"
117,개별(일반),2호선,강변역,214-004,41,편의점,,2017.01.16,2022.01.15,"15,310,500"
118,개별(일반),2호선,잠실나루역,215-001,112.3,농특산물,,2019.04.09,2024.05.08,"5,500,000"
119,개별(일반),2호선,잠실나루역,215-002,27.54,의류,,2019.10.29,2024.11.27,"4,620,000"
120,개별(일반),2호선,잠실나루역,215-003,48.1,편의점,,2017.04.25,2022.04.24,"7,311,700"
121,공실,2호선,잠실나루역,215-004,24.8,,,,,
122,공실,2호선,잠실나루역,215-005,25.62,,,,,
123,개별(일반),2호선,잠실나루역,215-006,24,의류,,2016.02.13,2021.02.12,"4,200,000"
124,공실,2호선,잠실나루역,215-007,28.6,,,,,
125,개별(대형),2호선,잠실나루역,215-008,102.5,약국,,2018.12.18,2023.12.17,"14,311,000"
126,개별(일반),2호선,잠실(2)역,216-101,15.5,화장품,,2015.09.19,2020.09.18,"11,191,700"
127,개별(일반),2호선,잠실(2)역,216-102,21.3,편의점,,2016.01.26,2021.01.25,"21,738,300"
128,개별(일반),2호선,잠실(2)역,216-103,31.2,화장품,,2016.02.13,2021.02.12,"26,509,000"
129,개별(일반),2호선,잠실(2)역,216-105,20.82,패션잡화,,2020.02.24,2025.03.25,"5,500,000"
130,개별(일반),2호선,잠실(2)역,216-107,10.45,의류,,2017.01.10,2022.01.09,"2,225,800"
131,개별(일반),2호선,잠실(2)역,216-108,10.45,간이음식(포장형),,2018.04.10,2023.05.09,"2,230,000"
132,개별(일반),2호선,잠실(2)역,216-109,20.9,의류,,2017.12.27,2023.01.25,"5,010,000"
133,개별(일반),2호선,잠실(2)역,216-111,20.9,꽃집,,2017.11.22,2022.12.21,"7,010,000"
134,개별(일반),2호선,잠실(2)역,216-113,10.44,간이음식(포장형),,2019.11.30,2024.12.29,"4,190,000"
135,네트워크,2호선,잠실(2)역,216-114,10.38,"음료,제과전문점",,2016.03.07,2021.04.15,"4,243,747"
136,네트워크,2호선,잠실(2)역,216-115,37.73,화장품,,2015.09.05,2020.11.03,"29,027,319"
137,소송상가,2호선,잠실(2)역,216-120,124.91,화장품,,2010.01.28,2017.04.27,"18,838,948"
138,소송상가,2호선,잠실(2)역,216-121,80,제과,,2010.01.28,2017.04.27,"12,065,614"
139,소송상가,2호선,잠실(2)역,216-122,34,액세서리,,2010.01.28,2017.04.27,"5,127,886"
140,소송상가,2호선,잠실(2)역,216-123,34,의류(캐주얼),,2010.01.28,2017.04.27,"5,127,886"
141,소송상가,2호선,잠실(2)역,216-124,36,의류,,2010.01.28,2017.04.27,"5,429,526"
142,공실,2호선,잠실(2)역,216-125,12,,,,,
143,공실,2호선,잠실(2)역,216-126,14.2,,,,,
144,개별(일반),2호선,잠실(2)역,216-127,14,"음료,제과",,2019.11.21,2024.12.20,"11,800,000"
145,소송상가,2호선,잠실(2)역,216-128,12,식음점,,2014.01.03,2019.02.01,"7,933,100"
146,네트워크,2호선,잠실(2)역,216-129,40.1,아이스크림 디저트 전문점,,2019.09.17,2024.11.15,"10,636,263"
147,네트워크,2호선,잠실(2)역,216-130,38,의류,,2016.03.26,2021.05.04,"15,846,779"
148,네트워크,2호선,잠실새내역,217-102,23.2,커피(음료)전문점,,2017.01.17,2022.01.16,"7,944,919"
149,개별(일반),2호선,잠실새내역,217-104,21,의류,,2018.10.23,2023.11.21,"3,459,700"
150,공실,2호선,종합운동장역,218-101,65.37,,,,,
151,개별(일반),2호선,종합운동장역,218-102,31.1,편의점,,2016.01.26,2021.01.25,"7,924,900"
152,개별(일반),2호선,종합운동장역,218-104,71.8,편의점,,2016.10.25,2021.10.24,"7,535,000"
153,네트워크,2호선,종합운동장역,218-107,25,커피(음료)전문점,,2018.01.08,2023.02.16,"3,047,745"
154,네트워크,2호선,삼성역,219-101,37.83,화장품,,2015.09.05,2020.11.03,"13,684,355"
155,네트워크,2호선,선릉역,220-101,38.03,화장품,,2015.09.05,2020.11.03,"23,355,245"
156,개별(일반),2호선,선릉역,220-102,24.34,화장품,,2017.04.25,2022.04.24,"10,550,000"
157,공실,2호선,선릉역,220-103,19.48,,,,,
158,네트워크,2호선,선릉역,220-104,20.21,의류,,2016.03.26,2021.05.04,"8,286,429"
159,소송상가,2호선,선릉역,220-105,20,,,2017.03.07,2018.02.15,"3,851,304"
160,소송상가,2호선,선릉역,220-106,34.46,,,2017.03.07,2018.02.15,"6,635,797"
161,소송상가,2호선,선릉역,220-107,20,,,2017.03.07,2018.02.15,"3,851,304"
162,소송상가,2호선,선릉역,220-108,24.1,,,2017.03.07,2018.02.15,"4,640,821"
163,소송상가,2호선,선릉역,220-109,18.48,,,2017.03.07,2018.02.15,"3,558,605"
164,소송상가,2호선,선릉역,220-110,19,,,2017.03.07,2018.02.15,"3,658,738"
165,공실,2호선,선릉역,220-112,13,,,,,
166,네트워크,2호선,선릉역,220-113,18.3,스포츠용품점,,2016.03.26,2021.04.24,"9,770,951"
167,네트워크,2호선,선릉역,220-115,16,커피(음료)전문점,,2018.01.08,2023.02.16,"6,766,430"
168,공실,2호선,선릉역,220-116,12,,,,,
169,개별(일반),2호선,선릉역,220-117,16,의류,,2020.03.02,2025.04.01,"4,530,000"
170,개별(일반),2호선,역삼역,221-109,21.55,의류,,2015.07.11,2020.07.10,"708,300"
171,공실,2호선,역삼역,221-127,26.4,,,,,
172,네트워크,2호선,역삼역,221-216,26.4,편의점,,2018.10.23,2023.12.21,"7,889,728"
173,네트워크,2호선,역삼역,221-217,22.5,커피(음료)전문점,,2017.01.17,2022.01.16,"2,682,315"
174,개별(일반),2호선,역삼역,221-218,52.32,의류,,2019.11.30,2024.12.29,"11,300,000"
175,개별(일반),2호선,역삼역,221-219,23.18,의류,,2016.07.08,2021.07.07,"5,020,000"
176,네트워크,2호선,역삼역,221-220,107.5,아이스크림 디저트 전문점,,2019.09.17,2024.11.15,"17,245,941"
177,공실,2호선,역삼역,221-224,21,,,,,
178,소송상가,2호선,역삼역,221-225,13,미니샵C(커피전문점),,2012.05.21,2017.07.10,"4,175,760"
179,개별(일반),2호선,역삼역,221-226,25.8,제과,,2017.02.14,2022.02.13,"6,271,900"
180,개별(일반),2호선,강남역,222-101,26.55,화장품,,2015.12.22,2020.12.21,"26,510,100"
181,네트워크,2호선,강남역,222-102,13.3,"음료,제과전문점",,2016.03.07,2021.04.15,"6,889,683"
182,네트워크,2호선,강남역,222-103,26.6,편의점,,2018.10.23,2023.12.21,"17,470,112"
183,네트워크,2호선,강남역,222-105,35.5,화장품,,2015.09.05,2020.11.03,"33,961,005"
184,공실,2호선,강남역,222-107,12.99,,,,,
185,네트워크,2호선,강남역,222-108,60.97,아이스크림 디저트 전문점,,2019.09.17,2024.11.15,"29,358,258"
186,네트워크,2호선,강남역,222-109,20.3,스포츠용품점,,2016.03.26,2021.04.24,"10,063,851"
187,공실,2호선,교대(2)역,223-101,18.6,,,,,
188,공실,2호선,교대(2)역,223-102,56.3,,,,,
189,개별(일반),2호선,교대(2)역,223-103,11,시계수리,,2019.11.20,2024.12.19,"621,900"
190,개별(일반),2호선,교대(2)역,223-104,18,제과,,2017.04.25,2022.04.24,"3,510,000"
191,네트워크,2호선,교대(2)역,223-105,29.28,의류,,2018.11.16,2024.01.14,"3,762,120"
192,개별(일반),2호선,교대(2)역,223-106,28.05,의류,,2017.03.07,2022.03.06,"3,950,000"
193,네트워크,2호선,교대(2)역,223-107,15,의류,,2016.03.26,2021.05.04,"2,977,646"
194,개별(일반),2호선,교대(2)역,223-108,15,제과,,2019.11.26,2024.12.25,"12,010,000"
195,네트워크,2호선,서초역,224-101,21.82,의류,,2018.11.16,2024.01.14,"2,248,172"
196,네트워크,2호선,서초역,224-102,20.6,"음료,제과전문점",,2016.03.07,2021.04.15,"3,172,280"
197,개별(일반),2호선,서초역,224-103,32.02,의류,,2016.03.29,2021.03.28,"5,225,000"
198,개별(일반),2호선,서초역,224-104,32.02,편의점,,2017.04.04,2022.04.03,"11,337,700"
199,네트워크,2호선,서초역,224-107,16,액세서리,,2016.06.04,2021.07.03,"2,673,831"
200,개별(일반),2호선,서초역,224-108,17.8,낙찰,,,,
201,개별(일반),2호선,서초역,224-109,16,제과,,2019.06.25,2024.07.24,"4,020,000"
202,네트워크,2호선,방배역,225-101,27,화장품,,2015.09.05,2020.11.03,"5,558,775"
203,개별(일반),2호선,방배역,225-104,19.32,제과,,2016.08.23,2021.08.22,"2,712,000"
204,개별(일반),2호선,방배역,225-105,17.85,화훼류,,2019.09.22,2024.09.21,"1,700,000"
205,공실,2호선,방배역,225-106,20.43,,,,,
206,개별(일반),2호선,방배역,225-107,19.43,편의점,,2018.09.14,2023.10.13,"1,300,000"
207,개별(일반),2호선,방배역,225-109,18,건강식품,,2017.03.07,2022.03.06,"980,000"
208,네트워크,2호선,사당(2)역,226-101,65.5,의류,,2016.03.26,2021.05.04,"17,123,210"
209,네트워크,2호선,사당(2)역,226-102,57.72,화장품,,2015.09.05,2020.11.03,"33,952,646"
210,네트워크,2호선,사당(2)역,226-104,20.2,액세서리,,2016.06.04,2021.07.03,"6,091,880"
211,네트워크,2호선,사당(2)역,226-105,137,아이스크림 디저트 전문점,,2019.09.17,2024.11.15,"28,555,111"
212,공실,2호선,사당(2)역,226-107,11.45,,,,,
213,개별(일반),2호선,사당(2)역,226-108,26.4,화장품,,2018.05.09,2023.06.07,"12,034,000"
214,공실,2호선,사당(2)역,226-110,14.96,,,,,
215,공실,2호선,사당(2)역,226-112,23,,,,,
216,개별(일반),2호선,사당(2)역,226-113,22,액세서리,,2018.09.07,2023.10.06,"6,020,000"
217,개별(일반),2호선,사당(2)역,226-114,25.04,분식,,2019.12.24,2025.01.22,"5,003,800"
218,개별(일반),2호선,사당(2)역,226-115,12.84,커피,,2019.11.26,2024.12.25,"7,000,000"
219,개별(일반),2호선,사당(2)역,226-116,15.3,"분식(김밥,주먹밥)",,2017.04.04,2022.04.03,"4,500,000"
220,네트워크,2호선,낙성대역,227-101,16.7,의류,,2018.11.16,2024.01.14,"1,902,830"
221,공실,2호선,낙성대역,227-102,20.94,,,,,
222,개별(일반),2호선,낙성대역,227-103,21.28,편의점,,2016.11.15,2021.11.14,"5,115,000"
223,개별(일반),2호선,낙성대역,227-104,112.42,사무실,,2019.11.02,2024.12.31,"1,010,000"
224,공실,2호선,서울대입구역,228-101,26.64,,,,,
225,공실,2호선,서울대입구역,228-103,14,,,,,
226,네트워크,2호선,서울대입구역,228-105,29.26,커피(음료)전문점,,2017.12.29,2023.02.06,"9,284,039"
227,네트워크,2호선,봉천역,229-101,27.81,커피(음료)전문점,,2017.01.17,2022.01.16,"5,330,218"
228,네트워크,2호선,봉천역,229-103,17.61,의류,,2018.11.16,2024.01.14,"1,814,122"
229,공실,2호선,신림역,230-104,15,,,,,
230,개별(일반),2호선,신림역,230-105,14,액세서리,,2017.11.07,2022.12.06,"5,010,000"
231,개별(일반),2호선,신림역,230-106,16,간이음식(포장),,2017.11.07,2022.12.06,"7,527,000"
232,소송상가,2호선,신림역,230-107,8,미니샵C(커피전문점),,2012.05.21,2017.07.10,"3,921,680"
233,소송상가,2호선,신림역,230-109,13,제과,,2013.07.08,2018.12.17,"5,783,900"
234,개별(일반),2호선,신대방역,231-003,24.9,신발,,2019.10.29,2024.11.27,"3,423,000"
235,소송상가,2호선,신대방역,231-004,240.3,"의류, 과자(완제품)",,2014.05.02,2019.05.01,"25,547,700"
236,공실,2호선,구로디지털역,232-001,103,,,,,
237,개별(일반),2호선,구로디지털역,232-002,29,제과,,2017.03.07,2022.03.06,"8,502,100"
238,네트워크,2호선,구로디지털역,232-003,10.66,커피(음료)전문점,,2017.12.29,2023.02.06,"6,773,016"
239,공실,2호선,구로디지털역,232-004,100.8,,,,,
240,개별(일반),2호선,대림(2)역,233-002,15.76,간이음식(포장형),,2017.11.21,2022.12.20,"5,810,000"
241,네트워크,2호선,대림(2)역,233-004,14.93,의류,,2016.03.26,2021.05.04,"5,564,323"
242,공실,2호선,대림(2)역,233-006,14.93,,,,,
243,공실,2호선,대림(2)역,233-007,14.93,,,,,
244,개별(일반),2호선,대림(2)역,233-008,19.47,액세서리,,2015.10.13,2020.10.12,"12,925,000"
245,네트워크,2호선,대림(2)역,233-010,20,자유업종(편의점),,2017.04.29,2022.04.28,"5,643,800"
246,개별(일반),2호선,대림(2)역,233-013,15.5,제과,,2019.10.01,2024.10.30,"4,850,000"
247,개별(일반),2호선,대림(2)역,233-014,14,제과,,2017.02.14,2022.02.13,"7,222,000"
248,개별(일반),2호선,대림(2)역,233-015,33,의류,,2019.11.26,2024.12.25,"13,030,000"
249,개별(일반),2호선,신도림역,234-104,24.13,화장품,,2017.02.21,2022.02.20,"13,500,000"
250,네트워크,2호선,신도림역,234-108,25,자유업종(편의점),,2017.04.29,2022.04.28,"13,213,100"
251,개별(일반),2호선,신도림역,234-109,34.49,제과,,2018.12.28,2024.01.26,"7,800,000"
252,소송상가,2호선,신도림역,234-110,12,미니샵A(커피전문점),,2012.05.21,2017.07.10,"7,891,508"
253,개별(일반),2호선,신도림역,234-112,44.6,액세서리,,2019.04.09,2024.05.08,"6,010,000"
254,네트워크,2호선,신도림역,234-113,40.8,플라워,,2018.11.27,2024.01.25,"4,424,241"
255,개별(일반),2호선,신도림역,234-114,44.6,제과,,2016.03.29,2021.03.28,"7,512,000"
256,개별(일반),2호선,신도림역,234-115,22.5,액세서리,,2020.03.13,2025.04.12,"4,160,000"
257,개별(일반),2호선,신도림역,234-116,22.5,제과,,2015.10.24,2020.10.23,"4,641,400"
258,공실,2호선,신도림역,234-117,27.4,,,,,
259,네트워크,2호선,신도림역,234-118,18.8,편의점,,2018.10.23,2023.12.21,"4,508,416"
260,네트워크,2호선,신도림역,234-119,85.5,아이스크림 디저트 전문점,,2019.09.17,2024.11.15,"22,737,727"
261,네트워크,2호선,문래역,235-101,28.29,화장품,,2015.09.05,2020.11.03,"4,817,149"
262,공실,2호선,문래역,235-102,17,,,,,
263,개별(일반),2호선,문래역,235-103,42,디저트(완제품),,2020.02.24,2025.03.25,"3,608,800"
264,개별(일반),2호선,문래역,235-104,17.83,베이커리까페,,2015.07.11,2020.07.10,"2,133,300"
265,복합,2호선,영등포구청(2)역,236-102,19.88,생활밀착형,,2019.07.15,2024.10.23,"23,850,000"
266,복합,2호선,영등포구청(2)역,236-103,26.01,생활밀착형,,2019.07.15,2024.10.23,
267,복합,2호선,영등포구청(2)역,236-105,24.14,생활밀착형,,2019.07.15,2024.10.23,
268,복합,2호선,영등포구청(2)역,236-112,28.93,생활밀착형,,2019.07.15,2024.10.23,
269,복합,2호선,영등포구청(2)역,236-113,17.13,생활밀착형,,2019.07.15,2024.10.23,
270,복합,2호선,영등포구청(2)역,236-114,29.07,생활밀착형,,2019.07.15,2024.10.23,
271,소송상가,2호선,영등포구청(2)역,236-111,20.4,액세서리,,2018.05.05,2019.01.09,"3,928,330"
272,공실,2호선,당산역,237-001,22,,,,,
273,개별(일반),2호선,당산역,237-002,26.14,제과점 ,,2017.04.25,2022.04.24,"7,312,000"
274,개별(일반),2호선,당산역,237-004,35.64,식음료,,2019.11.26,2024.12.25,"4,700,000"
275,네트워크,2호선,당산역,237-005,25,의류,,2018.11.16,2024.01.14,"2,575,815"
276,개별(일반),2호선,당산역,237-007,60.04,액세서리,,2019.12.10,2025.01.08,"5,359,000"
277,개별(일반),2호선,당산역,237-008,12,간이음식(포장형),,2018.04.10,2023.05.09,"2,810,000"
278,개별(일반),2호선,합정(2)역,238-101,30.74,의류,,2015.07.11,2020.07.10,"6,359,500"
279,개별(일반),2호선,합정(2)역,238-102,31.41,패션잡화,,2020.02.24,2025.03.25,"6,550,000"
280,개별(일반),2호선,합정(2)역,238-103,18.47,액세서리,,2016.05.31,2021.05.30,"4,440,000"
281,소송상가,2호선,합정(2)역,238-104,17.6,분식,,2014.12.02,2019.12.01,"6,137,300"
282,개별(일반),2호선,합정(2)역,238-105,13.65,액세서리,,2016.01.19,2021.01.18,"3,270,000"
283,개별(일반),2호선,합정(2)역,238-106,13.16,휴대폰 액세서리,,2019.06.25,2024.07.24,"3,310,000"
284,네트워크,2호선,합정(2)역,238-107,26.59,화장품,,2015.09.05,2020.11.03,"6,256,411"
285,개별(일반),2호선,합정(2)역,238-109,13.69,의류,,2020.05.27,2025.06.26,"3,620,000"
286,개별(일반),2호선,합정(2)역,238-110,13.69,제과,,2017.11.07,2022.12.06,"4,210,000"
